email,birthdate,education,state,mbti,interests,purchases,experience
qteixeira@example.net,23/09/1980,graduate,RS,ISFJ,biology|physical education|cloud computing,,working
nathan13@example.org,14/12/2006,incomplete,RN,ENFP,public relations|machine learning,,unemployed
silvafernanda@example.org,24/05/2003,highschool,PE,INFP,medicine|data science|international relations,,unemployed
ana-carolinaramos@example.net,05/08/1984,graduate,PA,ENTP,performing arts|graphic design,POSCOMP,working
kamillynunes@example.net,23/04/1980,incomplete,DF,ENFP,education|marketing|cybersecurity,ENEM|Vestibular UNICAMP,unemployed
giovanna55@example.net,23/12/1998,highschool,PA,ENFJ,business administration|environmental science|linguistics,,working
hpacheco@example.com,27/03/1992,highschool,SP,ENFJ,education,,working
maria-julia33@example.org,24/01/1984,highschool,ES,ISFP,public policy|public relations,,working
goncalvesgustavo@example.com,05/09/1990,graduate,PE,ESTP,software engineering,,researcher
cavalcanticarlos-eduardo@example.com,08/10/1983,graduate,SP,ISTP,sociology|economics|hospitality,,researcher
slima@example.net,03/01/1980,highschool,RS,ENFP,pharmacy,,working
amanda61@example.com,10/06/1984,graduate,SP,INTJ,physical education,,working on field of study
wda-cunha@example.com,21/01/1998,graduate,MG,INFJ,education|business administration,,working
ppastor@example.org,29/01/1993,undergraduate,SP,ISTJ,hospitality,,working
juan92@example.org,24/06/2008,incomplete,RJ,INTJ,education,,unemployed
da-costavicente@example.com,20/08/1991,highschool,MG,ESTP,education|graphic design|literature,Vestibular UNICAMP,working
laura08@example.net,04/11/2001,incomplete,RJ,ESFP,education|psychology|economics,,working
maria-julia59@example.com,31/07/2002,highschool,BA,ESTJ,veterinary medicine|nursing|environmental science,,working
dda-conceicao@example.org,12/10/2008,incomplete,CE,ISFJ,veterinary medicine|agriculture,,unemployed
correiajulia@example.org,06/06/2008,incomplete,AL,ISFJ,environmental science,,unemployed
gmelo@example.com,24/04/2001,incomplete,PA,INFJ,marketing,,working
igor60@example.net,23/03/1988,undergraduate,RJ,INTP,economics|environmental science|business administration,,working
alicenogueira@example.com,15/12/1994,highschool,SC,ENTP,dentistry|data science|visual arts,,working
arthur-gabrielmoreira@example.org,21/05/1999,undergraduate,AP,ISFJ,physics,,unemployed
macedoester@example.net,09/12/1994,undergraduate,SP,ISTP,marketing|chemistry,,working
thiago93@example.com,13/11/1989,undergraduate,PI,ISFP,tourism|philosophy,,researcher
cda-paz@example.org,17/10/2001,undergraduate,RJ,ENFP,journalism,,working on field of study
ysilva@example.org,15/11/1997,graduate,MS,INFJ,electrical engineering|physics|linguistics,,working
oliver02@example.net,08/03/1995,undergraduate,SP,ENFP,agriculture|advertising|data science,,working
andradeamanda@example.net,14/08/1991,undergraduate,PB,ESTJ,literature|education|history,,unemployed
foliveira@example.net,06/09/1988,undergraduate,BA,INFJ,cloud computing|performing arts,,working on field of study
vianadiego@example.org,15/01/1993,undergraduate,DF,ESFP,public relations|accounting|physical education,,working
leosilveira@example.org,09/04/2006,incomplete,AC,ISTP,electrical engineering|political science,,unemployed
levimendonca@example.net,24/07/2003,incomplete,PE,ESFP,machine learning|economics|public relations,,working
heloisaguerra@example.net,29/05/1987,undergraduate,SP,INFP,economics|tourism|international relations,,working on field of study
giovannacamargo@example.com,30/11/1980,graduate,SP,ISFJ,education,,working
matteo84@example.net,13/11/2003,incomplete,DF,ENTJ,cybersecurity|mathematics|medicine,,unemployed
da-pazbruna@example.org,17/07/2004,incomplete,ES,ISFJ,education|medicine|database management,,working
julianacorreia@example.org,15/02/1986,graduate,RJ,ENTP,public policy|database management|environmental science,,working
alexandreda-mota@example.org,20/02/2001,incomplete,CE,ESFP,mathematics|veterinary medicine,,working
onunes@example.net,22/10/1981,highschool,RS,ISTP,philosophy,,working
ana-laura15@example.net,11/03/2004,incomplete,AP,ENTP,public policy,,unemployed
mouradavi@example.com,25/06/2000,undergraduate,BA,ISTJ,nursing|nutrition|psychology,,working on field of study
isaque34@example.net,03/11/2008,incomplete,GO,ISFP,agriculture,,unemployed
yasmin05@example.net,30/11/2008,incomplete,MG,ISTJ,data science,,unemployed
moraesluiz-gustavo@example.net,07/03/1994,highschool,AP,INFP,finance|veterinary medicine,,working
castronoah@example.org,07/08/1990,graduate,RS,ESTJ,artificial intelligence,,researcher
rodriguesleandro@example.com,14/02/2006,incomplete,RJ,ENFP,mathematics|electrical engineering,,working
costaester@example.org,29/04/1997,undergraduate,GO,INTJ,database management|agriculture|economics,,unemployed
pietra90@example.org,17/12/1983,graduate,SP,ENFJ,tourism|biology|anthropology,,researcher
joaquimda-rosa@example.org,16/07/2002,incomplete,MG,ISTP,physical education|web development|music,,working
jadeda-cruz@example.com,08/06/1994,undergraduate,SP,ENTJ,environmental science|public relations|marketing,,working
pireslucas@example.com,14/07/1989,incomplete,RJ,INFP,cloud computing|mathematics|philosophy,,working
duarteluan@example.net,04/09/2007,incomplete,GO,INTJ,international relations|architecture|anthropology,,working
ccamara@example.org,12/09/1981,undergraduate,SP,INTP,business administration|anthropology|database management,,unemployed
vitor-hugoda-conceicao@example.net,24/05/1999,graduate,CE,ENTJ,civil engineering|machine learning|nutrition,,working on field of study
cguerra@example.com,18/03/1999,highschool,RS,ISFJ,cybersecurity|sociology|physical education,,working on field of study
azevedoana-liz@example.net,22/10/2005,incomplete,RJ,ENTJ,history,Vestibular UNICAMP,unemployed
oliviaalmeida@example.com,01/04/1992,highschool,AP,ISFJ,software engineering|electrical engineering|agriculture,,unemployed
qda-cunha@example.com,17/04/1994,graduate,PE,ENFJ,mechanical engineering,,working
albuquerqueanthony@example.com,04/06/2000,highschool,SP,ISTJ,economics|pharmacy|international relations,,working
mvasconcelos@example.org,04/08/2000,highschool,SC,INTJ,cloud computing|environmental science|biology,,working
cnovais@example.com,04/07/2000,highschool,SP,ENFJ,physics|hospitality,,researcher
marcela00@example.com,12/02/1996,highschool,PA,ENTP,public policy|chemistry,,unemployed
novaesjulia@example.org,21/03/2007,incomplete,GO,ESFJ,software engineering|artificial intelligence|cybersecurity,,researcher
ida-rosa@example.org,27/10/1993,undergraduate,RJ,ENFP,advertising,,working
esthergomes@example.net,21/03/1987,undergraduate,SP,ISFP,anthropology|civil engineering,,working
oliviadas-neves@example.com,07/05/1996,undergraduate,GO,ESTJ,chemistry|cybersecurity|political science,,working
leaojoao@example.org,23/02/1996,highschool,SP,INTP,pharmacy,,working
qabreu@example.com,20/04/2002,incomplete,TO,INTJ,public policy|sports science,,working
esthercastro@example.net,24/09/2000,undergraduate,RJ,ESTJ,accounting,,working
matteo87@example.org,05/05/1985,undergraduate,SP,ISTP,mechanical engineering|law|performing arts,,working on field of study
xleao@example.net,10/12/1982,undergraduate,PA,ESFP,anthropology|philosophy|environmental science,,working on field of study
pedro96@example.com,05/11/2005,incomplete,MG,INFP,linguistics,,working on field of study
