ip,date,email,route,scroll_pct,time_spent,referrer,device
1.1.221.20,08/05/2026,,/cursos,12.94,198,opera,desktop
1.1.63.104,25/11/2026,juliaoliveira@gmail.com,/instituicoes,83.28,207,brave,mobile
189.222.235.131,29/03/2025,,/instituicoes,63.19,202,share,mobile
189.62.159.223,18/04/2025,,/cursos,70.93,268,safari,mobile
8.8.108.7,19/11/2025,carlos.oliveira38@ig.com.br,/vestibular/ENEM,7.84,239,safari,tablet
189.42.212.158,28/02/2026,,/,51.24,232,safari,desktop
189.240.227.250,17/06/2026,,/cursos,3.14,242,lp,mobile
177.254.57.56,02/12/2027,,/instituicoes,76.14,251,chrome,tablet
189.226.155.53,27/10/2025,beatriz.pereira@icloud.com,/cursos,12.08,248,safari,mobile
200.216.38.73,30/08/2027,anaoliveira@globo.com,/vestibular/ENEM,95.16,154,chrome,desktop
200.197.14.50,05/09/2026,,/vestibular/ENEM,52.39,307,firefox,mobile
200.212.152.4,29/03/2025,,/,22.86,235,chrome,mobile
200.156.96.183,30/05/2026,,/cursos,61.65,147,brave,desktop
189.5.79.232,17/08/2026,joao.oliveira32@live.com,/instituicoes,87.73,136,lp,tablet
189.223.7.108,26/05/2025,,/cursos,14.43,139,lp,desktop
177.198.101.83,25/11/2027,pedro.gomes@usp.br,/instituicoes,77.9,135,lp,desktop
200.13.20.193,08/02/2026,,/vestibular/UNICAMP,39.77,232,chrome,vr
1.1.51.186,05/08/2026,,/instituicoes,32.35,144,firefox,tablet
200.248.103.45,26/09/2027,carlos.alves26@globo.com,/vestibular/FUVEST,10.75,252,safari,mobile
1.1.54.140,05/07/2027,,/,99.9,263,opera,tablet
177.228.172.160,19/10/2027,,/instituicoes,95.58,220,chrome,mobile
189.212.20.47,16/10/2025,,/,70.14,139,opera,desktop
200.70.197.41,22/11/2026,maria.alves33@bol.com.br,/instituicoes,15.21,175,chrome,tablet
200.229.144.193,19/04/2025,,/quiz,37.31,202,tiktok,mobile
200.75.166.126,21/05/2025,,/,95.97,330,opera,desktop
1.1.200.96,28/11/2025,,/quiz,34.25,177,chrome,mobile
189.147.53.217,29/08/2027,lucas.pereira22@globo.com,/cursos,89.65,195,safari,mobile
1.1.114.204,04/03/2026,,/vestibular/FUVEST,5.25,256,chrome,mobile
8.8.78.92,12/11/2026,,/vestibular/FATEC,25.66,192,share,mobile
189.147.101.133,13/05/2025,,/vestibular/ENEM,93.91,139,duckduckgo,tv
200.11.94.212,26/09/2026,,/cursos,88.53,123,brave,mobile
200.5.26.96,01/08/2026,a.gomes@uol.com.br,/vestibular/ENEM,23.9,215,safari,tablet
189.202.142.125,17/04/2027,,/cursos,27.23,187,firefox,mobile
200.81.34.12,29/03/2027,,/instituicoes,97.78,219,chrome,desktop
8.8.210.202,02/03/2027,,/instituicoes,3.71,224,share,mobile
8.8.137.25,03/04/2027,lucas.ferreira42@gmail.com,/,84.6,100,chrome,tablet
1.1.17.219,17/02/2027,lucas.alves5@gmail.com,/vestibular/ENEM,23.6,91,chrome,desktop
8.8.187.191,26/07/2025,,/instituicoes,59.99,166,tiktok,mobile
1.1.32.254,02/10/2025,,/cursos,30.87,177,safari,mobile
200.12.98.247,26/10/2025,,/quiz,52.9,228,lp,desktop
189.134.186.240,02/03/2027,joao.santos@ig.com.br,/vestibular/FUVEST,89.54,188,safari,desktop
177.120.53.2,04/06/2025,pedro.lima47@outlook.com,/,73.79,184,safari,tablet
177.71.108.170,09/08/2025,anarodrigues@outlook.com,/instituicoes,52.76,77,safari,tablet
177.75.72.246,27/08/2027,lucassantos@ig.com.br,/,77.83,50,firefox,desktop
189.248.63.134,17/10/2026,,/vestibular/ENEM,56.06,178,chrome,desktop
200.36.211.203,13/02/2025,,/vestibular/FATEC,28.7,222,share,mobile
200.152.244.39,04/09/2025,,/instituicoes,3.05,187,firefox,desktop
177.22.105.160,11/11/2026,,/vestibular/ENEM,5.19,187,firefox,mobile
189.251.126.44,21/09/2026,joao.rodrigues4@gmail.com,/cursos,39.44,73,chrome,desktop
200.216.88.15,12/08/2026,,/cursos,91.91,293,lp,mobile
1.1.213.42,09/08/2026,joao.silva@icloud.com,/instituicoes,25.66,253,safari,desktop
8.8.7.145,17/05/2026,,/vestibular/FUVEST,32.08,290,opera,mobile
189.113.131.227,08/12/2026,,/cursos,9.27,160,chrome,tablet
1.1.7.184,02/05/2026,,/quiz,49.83,118,opera,mobile
189.83.88.1,20/02/2026,,/,24.48,180,share,tablet
189.90.37.61,18/01/2027,l.silva@edu.br,/quiz,67.05,91,firefox,tablet
1.1.143.245,01/08/2025,ana.santos36@terra.com.br,/vestibular/ENEM,91.49,166,safari,mobile
8.8.9.109,23/06/2026,larissagomes@usp.br,/,51.45,221,safari,mobile
189.200.252.79,16/07/2025,,/vestibular/FUVEST,10.06,102,firefox,desktop
177.45.5.6,27/04/2025,,/vestibular/ENEM,61.88,95,chrome,mobile
200.107.135.86,18/12/2027,,/,34.84,239,firefox,mobile
189.134.222.15,02/12/2027,,/vestibular/FUVEST,31.36,162,ig,desktop
189.89.119.113,31/03/2026,,/instituicoes,40.48,101,opera,mobile
8.8.189.186,25/04/2026,,/vestibular/FUVEST,15.16,285,opera,desktop
189.48.5.15,10/10/2025,j.silva@hotmail.com,/quiz,0.14,17,safari,desktop
1.1.164.145,14/08/2026,carlos.silva90@edu.br,/instituicoes,33.61,113,lp,desktop
200.123.80.69,13/03/2027,,/vestibular/UNICAMP,80.91,175,firefox,mobile
189.227.191.5,18/12/2025,,/,56.1,232,brave,mobile
189.227.123.189,20/04/2025,beatriz.santos@live.com,/,85.32,181,safari,tablet
177.251.37.199,13/08/2025,,/cursos,8.1,247,chrome,desktop
1.1.217.101,13/04/2027,,/cursos,16.11,186,chrome,mobile
200.134.126.35,24/06/2027,,/vestibular/ENEM,97.98,157,chrome,mobile
1.1.139.147,21/08/2026,carlossouza@terra.com.br,/cursos,30.6,213,opera,tablet
189.251.33.211,12/06/2027,larissa.lima53@protonmail.com,/,39.77,133,chrome,desktop
189.90.172.188,11/06/2025,,/vestibular/FATEC,7.91,178,chrome,mobile
1.1.218.235,21/03/2027,,/vestibular/FATEC,73.51,257,share,mobile
189.215.109.166,01/10/2027,lucas.silva83@yahoo.com,/instituicoes,95.44,162,chrome,desktop
189.152.104.28,21/01/2025,carlos.oliveira@terra.com.br,/cursos,59.61,204,share,mobile
177.75.68.72,27/09/2027,,/vestibular/ENEM,87.88,132,duckduckgo,mobile
189.86.72.115,10/09/2027,carlos.alves19@live.com,/instituicoes,77.07,335,ig,desktop
1.1.226.101,17/09/2025,,/cursos,8.86,96,share,mobile
8.8.51.233,22/06/2027,beatriz.silva27@icloud.com,/quiz,87.72,218,x,tablet
177.45.7.120,22/03/2026,,/cursos,14.26,194,safari,mobile
177.92.36.50,08/01/2027,m.souza@live.com,/,52.28,137,chrome,desktop
177.131.147.154,20/09/2027,,/vestibular/ENEM,85.3,138,firefox,desktop
177.102.245.87,22/06/2027,b.ferreira@bol.com.br,/quiz,86.29,212,safari,mobile
8.8.222.130,23/03/2027,,/vestibular/FATEC,86.8,251,chrome,mobile
8.8.159.246,01/02/2025,,/,46.25,259,chrome,vr
177.217.109.69,05/02/2026,,/cursos,62.81,184,safari,desktop
1.1.18.119,12/03/2027,,/vestibular/FATEC,21.19,206,safari,desktop
8.8.145.134,16/11/2027,,/vestibular/FUVEST,97.27,268,firefox,mobile
177.57.180.159,18/12/2025,carlos.santos@globo.com,/cursos,3.48,88,linkedin,desktop
1.1.224.40,16/02/2025,,/vestibular/ENEM,65.74,208,chrome,tablet
1.1.210.245,25/07/2025,rafael.ferreira@edu.br,/vestibular/FUVEST,49.91,186,safari,desktop
189.37.40.122,04/10/2025,,/,57.71,138,firefox,desktop
1.1.238.205,08/08/2026,lucas.santos31@edu.br,/vestibular/UNICAMP,35.53,217,safari,desktop
177.35.154.223,28/12/2026,,/quiz,45.83,201,safari,vr
200.169.197.131,25/04/2026,joao.rodrigues@usp.br,/,4.23,260,firefox,desktop
189.31.110.154,07/02/2026,,/vestibular/FATEC,82.45,229,chrome,mobile
189.221.57.229,09/01/2025,maria.ferreira@fatec.sp.gov.br,/vestibular/FATEC,27.16,172,lp,desktop
1.1.110.235,16/01/2026,larissa.rodrigues@ig.com.br,/,96.54,148,chrome,mobile
200.35.82.57,24/05/2026,,/vestibular/FUVEST,77.84,231,chrome,mobile
1.1.168.68,16/10/2027,,/,67.06,164,share,tablet
1.1.40.61,09/07/2025,,/quiz,50.52,193,chrome,desktop
8.8.2.252,25/08/2027,,/vestibular/ENEM,53.71,134,lp,mobile
177.229.47.184,21/08/2025,,/vestibular/ENEM,31.48,200,x,tablet
177.188.240.107,03/07/2027,,/quiz,49.91,140,chrome,mobile
177.18.227.156,21/08/2027,,/vestibular/UNICAMP,99.44,137,x,mobile
8.8.181.172,29/10/2027,maria.lima30@usp.br,/cursos,44.0,168,safari,mobile
1.1.95.113,19/07/2026,mariasantos@usp.br,/cursos,80.06,147,firefox,desktop
189.215.120.87,16/06/2026,pedro.ferreira50@ig.com.br,/,10.66,259,safari,mobile
177.87.88.71,27/03/2026,,/instituicoes,76.37,132,lp,mobile
177.142.249.142,01/02/2027,,/,43.77,225,chrome,desktop
177.108.109.187,23/03/2026,,/quiz,18.44,184,firefox,desktop
8.8.106.205,30/04/2025,,/cursos,87.59,200,linkedin,mobile
8.8.157.99,15/09/2026,lucas.rodrigues@outlook.com,/vestibular/FUVEST,29.99,281,safari,mobile
1.1.23.167,27/09/2027,,/,36.66,117,firefox,mobile
189.129.134.66,08/05/2026,,/vestibular/FATEC,90.95,100,firefox,mobile
177.227.132.253,30/08/2026,c.silva@terra.com.br,/quiz,0.78,217,safari,tablet
1.1.35.59,06/11/2025,,/instituicoes,24.04,174,chrome,tablet
1.1.3.198,13/01/2025,,/,29.66,173,chrome,mobile
177.192.235.174,18/04/2027,,/instituicoes,99.78,184,firefox,mobile
200.70.142.238,13/03/2025,lucasferreira@edu.br,/,1.02,185,chrome,vr
1.1.181.160,19/07/2027,ana.gomes66@protonmail.com,/vestibular/FUVEST,55.12,137,chrome,desktop
177.174.22.1,14/11/2026,,/,84.03,212,opera,mobile
8.8.134.152,30/01/2027,maria.pereira@gmail.com,/,3.48,164,safari,desktop
1.1.10.149,12/03/2027,,/quiz,64.3,92,linkedin,mobile
8.8.57.248,02/02/2027,,/,89.04,162,lp,mobile
200.69.229.157,05/08/2027,,/instituicoes,38.36,151,chrome,mobile
1.1.210.22,02/12/2027,,/,76.42,172,chrome,desktop
200.22.192.114,05/03/2027,,/,94.47,216,chrome,desktop
200.227.155.103,30/04/2027,,/vestibular/ENEM,68.14,155,safari,mobile
177.44.79.77,16/06/2026,joao.oliveira@fatec.sp.gov.br,/cursos,21.94,150,chrome,desktop
1.1.224.13,23/07/2027,,/,71.49,111,ig,vr
200.219.119.107,23/10/2025,,/,56.09,295,chrome,mobile
200.14.131.241,26/08/2027,,/cursos,8.68,190,chrome,desktop
177.131.231.78,18/01/2025,joao.oliveira@edu.br,/instituicoes,78.26,202,firefox,tablet
1.1.252.138,13/12/2026,,/vestibular/ENEM,19.85,156,safari,desktop
1.1.91.84,29/04/2025,p.santos@gmail.com,/,68.71,122,opera,desktop
8.8.235.222,05/03/2027,r.rodrigues@outlook.com,/instituicoes,33.47,109,chrome,desktop
177.214.199.218,18/07/2025,,/cursos,43.52,166,chrome,mobile
8.8.229.207,08/07/2026,,/instituicoes,48.1,221,opera,mobile
177.33.230.252,15/01/2027,,/vestibular/FUVEST,52.59,175,x,desktop
177.153.167.191,27/05/2025,,/quiz,5.38,203,share,mobile
189.189.78.88,22/08/2026,,/,17.64,199,ig,mobile
8.8.185.12,18/01/2027,lucasalves@terra.com.br,/,17.89,208,safari,tablet
1.1.196.132,29/08/2027,,/vestibular/FUVEST,71.55,145,tiktok,desktop
200.227.52.253,07/11/2027,a.lima@hotmail.com,/quiz,63.62,177,safari,tablet
189.205.112.15,20/06/2025,,/instituicoes,49.05,239,chrome,mobile
177.230.104.255,24/07/2026,,/,40.22,244,lp,mobile
1.1.86.44,11/01/2027,beatriz.gomes@protonmail.com,/vestibular/UNICAMP,9.2,132,chrome,desktop
200.185.213.74,07/07/2025,,/cursos,57.56,121,chrome,mobile
177.204.59.97,11/05/2027,,/vestibular/ENEM,3.85,161,share,desktop
200.4.19.135,20/02/2025,joao.lima@fatec.sp.gov.br,/quiz,87.78,79,brave,desktop
1.1.87.150,09/12/2026,,/,55.56,72,tiktok,mobile
189.100.118.27,28/09/2026,,/instituicoes,88.6,1,firefox,mobile
200.66.219.148,22/11/2025,,/vestibular/FATEC,98.43,151,safari,mobile
177.22.58.175,13/10/2027,,/,31.37,175,chrome,mobile
1.1.160.217,12/09/2026,,/cursos,72.04,182,share,tablet
177.220.12.187,08/06/2025,,/vestibular/ENEM,2.89,133,share,mobile
189.95.233.151,15/09/2025,,/instituicoes,54.76,145,firefox,mobile
1.1.85.185,02/09/2026,,/vestibular/FATEC,25.89,67,share,mobile
177.215.188.159,15/08/2027,,/vestibular/ENEM,59.14,271,x,mobile
8.8.87.54,02/06/2025,,/cursos,73.31,159,chrome,desktop
200.239.162.125,20/01/2027,beatrizoliveira@protonmail.com,/vestibular/ENEM,52.4,196,chrome,desktop
1.1.221.162,15/07/2027,,/cursos,86.37,208,opera,desktop
8.8.113.221,24/11/2027,lucas.ferreira30@protonmail.com,/cursos,94.58,191,chrome,desktop
189.170.58.227,13/01/2027,pedroferreira@outlook.com,/vestibular/ENEM,75.09,158,share,tablet
189.38.186.231,28/07/2025,,/vestibular/FUVEST,21.82,151,opera,mobile
1.1.0.254,04/09/2027,,/,99.28,132,chrome,desktop
177.203.211.153,29/09/2025,rafael.pereira@ig.com.br,/cursos,18.18,164,firefox,desktop
200.9.118.22,02/10/2027,,/vestibular/FUVEST,36.14,127,firefox,mobile
200.69.25.131,14/09/2026,,/,4.1,249,chrome,desktop
1.1.34.39,01/03/2026,mariasilva@uol.com.br,/vestibular/ENEM,93.83,142,safari,mobile
1.1.133.131,28/04/2025,,/vestibular/FATEC,39.86,141,safari,mobile
177.78.218.99,08/12/2027,beatriz.ferreira@ig.com.br,/quiz,89.35,271,safari,tablet
1.1.137.47,16/01/2025,c.alves@icloud.com,/cursos,24.62,202,chrome,desktop
189.237.112.224,23/12/2027,maria.lima@protonmail.com,/vestibular/FATEC,64.53,189,safari,mobile
8.8.233.144,04/04/2026,,/cursos,53.91,31,opera,mobile
177.75.11.69,20/07/2026,carlosgomes@bol.com.br,/instituicoes,74.2,144,safari,desktop
1.1.48.74,18/04/2025,,/quiz,75.23,119,firefox,mobile
189.36.196.218,02/02/2025,,/vestibular/FUVEST,51.28,34,firefox,mobile
8.8.30.109,31/03/2025,,/quiz,9.98,194,brave,mobile
8.8.155.189,02/05/2026,pedro.silva@icloud.com,/,50.98,161,safari,desktop
189.167.182.217,03/03/2025,,/,30.05,168,tiktok,mobile
200.92.107.56,17/12/2027,,/vestibular/FATEC,47.24,173,chrome,desktop
189.107.76.215,04/12/2025,l.rodrigues@ig.com.br,/cursos,31.08,229,chrome,desktop
1.1.195.80,28/05/2025,,/cursos,1.99,166,opera,mobile
8.8.135.21,16/01/2025,julia.lima@bol.com.br,/cursos,58.93,148,chrome,tablet
1.1.77.193,19/12/2026,,/cursos,31.89,250,x,desktop
177.92.225.176,05/02/2027,,/vestibular/FATEC,3.15,165,firefox,mobile
189.252.88.117,31/08/2025,,/instituicoes,40.35,119,firefox,mobile
8.8.147.62,07/01/2026,beatriz.gomes70@uol.com.br,/,65.13,244,share,mobile
1.1.64.162,03/09/2026,,/instituicoes,22.51,168,firefox,mobile
8.8.196.47,11/03/2025,,/,92.47,169,firefox,mobile
177.100.202.4,06/07/2025,,/vestibular/FUVEST,62.34,139,duckduckgo,desktop
1.1.251.225,30/09/2027,pedrooliveira@protonmail.com,/cursos,65.7,133,safari,desktop
8.8.179.11,01/10/2025,maria.pereira98@outlook.com,/vestibular/ENEM,46.56,230,chrome,desktop
1.1.21.200,24/03/2027,,/vestibular/FATEC,53.57,162,firefox,desktop
189.137.254.44,26/06/2027,l.pereira@edu.br,/vestibular/FUVEST,31.76,258,firefox,vr
200.150.50.140,26/02/2027,,/,88.95,98,chrome,desktop
189.150.213.129,08/08/2026,,/,58.59,157,chrome,mobile
189.152.37.57,28/05/2026,,/vestibular/UNICAMP,9.04,175,lp,tv
177.48.222.47,30/03/2025,larissa.lima@fatec.sp.gov.br,/vestibular/ENEM,91.53,166,chrome,desktop
177.190.251.216,11/03/2027,lucas.alves@hotmail.com,/cursos,8.98,213,chrome,tablet
189.220.206.150,16/02/2027,,/,65.41,55,share,mobile
200.95.107.25,07/11/2025,,/cursos,27.85,178,chrome,mobile
200.10.239.144,24/08/2027,,/vestibular/ENEM,89.54,258,brave,desktop
189.198.74.171,15/11/2025,r.oliveira@bol.com.br,/instituicoes,56.54,119,safari,mobile
189.28.87.44,16/06/2027,,/vestibular/FATEC,11.24,216,chrome,mobile
8.8.171.223,25/06/2027,,/,23.86,144,chrome,mobile
1.1.230.168,25/06/2027,l.alves@hotmail.com,/vestibular/ENEM,70.91,93,firefox,tablet
8.8.68.88,30/04/2027,,/vestibular/UNICAMP,89.77,275,chrome,mobile
177.211.199.169,26/09/2026,,/vestibular/FUVEST,83.98,178,linkedin,mobile
200.204.177.159,28/11/2027,,/,31.05,77,firefox,tablet
177.1.215.255,30/05/2027,,/vestibular/FUVEST,17.06,214,chrome,mobile
8.8.185.144,26/02/2025,,/instituicoes,92.48,157,firefox,mobile
189.73.89.163,26/08/2026,,/vestibular/FATEC,94.52,55,linkedin,desktop
189.65.94.170,04/04/2027,,/cursos,52.26,277,firefox,mobile
189.65.205.166,23/09/2027,pedropereira@globo.com,/vestibular/FATEC,42.81,288,safari,desktop
8.8.28.196,30/11/2026,b.ferreira@ig.com.br,/vestibular/ENEM,56.0,151,chrome,desktop
200.50.158.183,24/04/2027,,/instituicoes,37.05,218,chrome,mobile
189.118.15.172,21/01/2026,,/,44.42,270,firefox,desktop
200.212.57.56,07/07/2026,,/,75.68,229,chrome,mobile
8.8.238.155,21/05/2025,,/quiz,0.29,88,firefox,mobile
8.8.193.37,11/04/2025,,/instituicoes,45.08,103,share,tablet
189.165.7.21,06/06/2026,,/cursos,61.59,222,duckduckgo,mobile
1.1.202.148,28/06/2026,b.gomes@protonmail.com,/,16.65,293,safari,desktop
189.151.60.198,11/03/2026,,/vestibular/ENEM,49.47,136,opera,desktop
177.39.101.1,28/03/2025,,/instituicoes,24.33,159,opera,tablet
177.192.232.29,13/11/2026,,/cursos,6.29,231,duckduckgo,mobile
177.189.29.35,18/11/2027,,/vestibular/UNICAMP,6.46,143,chrome,desktop
8.8.49.247,29/04/2027,,/,21.87,228,ig,desktop
8.8.195.5,30/06/2027,larissa.oliveira80@terra.com.br,/,94.12,132,tiktok,mobile
1.1.175.26,13/10/2026,,/,25.93,230,tiktok,mobile
200.1.80.116,04/12/2027,m.rodrigues@uol.com.br,/cursos,68.3,107,tiktok,tv
177.66.178.67,04/01/2027,p.alves@protonmail.com,/quiz,93.31,332,share,mobile
189.215.229.109,25/08/2025,,/cursos,52.54,258,safari,mobile
200.131.203.14,25/04/2027,,/instituicoes,22.57,116,ig,mobile
177.73.155.169,15/02/2027,,/,53.81,251,chrome,mobile
8.8.203.183,05/06/2027,lucas.rodrigues@edu.br,/instituicoes,57.87,129,chrome,desktop
200.202.134.185,08/02/2027,,/vestibular/UNICAMP,33.82,82,chrome,mobile
1.1.85.226,06/04/2027,,/instituicoes,19.27,163,lp,mobile
177.128.121.233,04/06/2027,,/cursos,10.72,195,share,mobile
1.1.78.243,08/03/2025,,/vestibular/ENEM,62.45,274,chrome,desktop
177.91.43.26,01/08/2025,,/vestibular/UNICAMP,12.82,263,opera,vr
177.146.103.174,31/12/2025,juliasouza@protonmail.com,/quiz,90.81,178,safari,desktop
200.69.189.120,26/05/2026,,/instituicoes,40.53,233,chrome,mobile
1.1.102.184,31/10/2027,carlospereira@yahoo.com,/vestibular/ENEM,33.51,107,chrome,desktop
1.1.132.9,09/11/2027,j.santos@bol.com.br,/cursos,1.93,225,firefox,desktop
189.129.254.211,16/05/2027,,/quiz,52.11,154,firefox,desktop
8.8.110.98,02/10/2027,,/cursos,4.32,197,opera,mobile
189.101.47.137,09/04/2026,,/,13.1,234,share,mobile
177.46.149.14,07/03/2027,,/cursos,64.77,211,chrome,mobile
200.42.186.77,27/12/2027,beatriz.oliveira@uol.com.br,/,92.12,244,safari,desktop
8.8.245.83,17/12/2026,,/,94.59,78,firefox,mobile
177.58.251.182,03/03/2027,beatriz.rodrigues@outlook.com,/vestibular/ENEM,75.55,205,safari,desktop
1.1.40.143,18/05/2026,,/,82.99,262,safari,tablet
177.253.247.184,28/11/2027,,/,8.62,139,safari,mobile
177.47.174.164,15/04/2025,,/instituicoes,12.95,221,share,tv
1.1.50.204,22/07/2026,,/cursos,30.67,188,chrome,desktop
189.173.217.225,06/12/2026,,/cursos,16.72,204,lp,mobile
1.1.31.178,12/07/2026,,/,71.21,234,chrome,mobile
1.1.206.102,28/11/2025,,/instituicoes,95.78,129,safari,desktop
8.8.143.146,15/12/2027,,/cursos,72.42,145,firefox,desktop
8.8.65.187,01/07/2027,larissa.lima@terra.com.br,/cursos,12.07,172,brave,tv
177.142.250.104,12/02/2026,pedroalves@live.com,/vestibular/ENEM,96.99,303,firefox,tablet
189.246.122.136,23/01/2027,c.alves@terra.com.br,/,85.76,174,linkedin,tablet
189.103.226.81,29/06/2025,rafael.gomes@icloud.com,/,6.92,142,ig,desktop
177.11.227.86,27/09/2027,,/,32.52,228,chrome,mobile
200.16.142.232,24/06/2026,j.oliveira@outlook.com,/quiz,78.6,154,chrome,desktop
189.22.221.1,29/07/2026,,/,28.33,265,chrome,mobile
1.1.246.36,14/03/2025,lucas.silva58@ig.com.br,/,88.24,140,brave,tablet
189.22.38.15,22/06/2027,p.pereira@icloud.com,/quiz,98.63,120,safari,desktop
8.8.27.254,08/08/2027,,/,90.87,243,chrome,tablet
8.8.195.70,30/03/2026,a.rodrigues@protonmail.com,/vestibular/FUVEST,60.26,185,safari,desktop
1.1.29.205,28/07/2025,juliagomes@fatec.sp.gov.br,/quiz,79.76,120,tiktok,tv
177.19.177.181,23/03/2027,carlos.silva@hotmail.com,/vestibular/FUVEST,57.99,180,safari,desktop
189.46.94.99,26/10/2025,,/cursos,6.98,242,duckduckgo,desktop
200.36.206.69,18/10/2025,carlosoliveira@terra.com.br,/instituicoes,69.68,163,lp,desktop
200.3.129.143,21/09/2025,,/vestibular/ENEM,41.63,182,chrome,desktop
1.1.115.92,18/11/2027,,/quiz,30.92,145,chrome,mobile
8.8.244.76,06/01/2025,carlos.oliveira@ig.com.br,/,58.99,174,opera,desktop
189.217.55.76,07/05/2025,,/vestibular/FATEC,81.14,195,ig,tablet
1.1.67.12,02/09/2027,p.santos@edu.br,/cursos,96.48,142,chrome,desktop
200.97.70.180,20/05/2026,,/,89.17,255,lp,tablet
200.7.119.69,14/03/2027,,/vestibular/UNICAMP,82.3,109,x,tablet
189.137.250.129,24/04/2025,carlos.silva69@ig.com.br,/,37.91,139,chrome,tablet
200.126.24.198,06/06/2026,,/vestibular/UNICAMP,65.58,241,chrome,desktop
189.191.151.23,08/11/2027,,/vestibular/ENEM,96.67,165,safari,mobile
1.1.127.62,06/11/2026,,/vestibular/UNICAMP,9.19,224,chrome,mobile
8.8.202.117,14/06/2027,m.santos@fatec.sp.gov.br,/quiz,5.76,137,firefox,tablet
8.8.55.94,22/02/2025,,/instituicoes,90.57,61,chrome,mobile
189.242.76.19,15/12/2027,,/cursos,79.58,113,share,mobile
1.1.95.199,05/07/2026,,/cursos,27.34,36,duckduckgo,mobile
189.171.53.90,18/06/2027,,/cursos,75.31,146,chrome,desktop
177.28.47.203,29/05/2025,,/instituicoes,23.53,178,lp,mobile
189.68.118.157,23/12/2025,ana.gomes38@live.com,/cursos,56.23,260,duckduckgo,tablet
8.8.218.231,29/03/2027,,/cursos,60.91,178,chrome,desktop
189.60.162.166,04/04/2025,r.pereira@usp.br,/cursos,89.4,266,safari,desktop
8.8.68.212,03/04/2027,c.alves@usp.br,/vestibular/UNICAMP,41.26,248,safari,desktop
200.181.252.111,17/09/2025,,/instituicoes,42.93,249,chrome,desktop
177.230.38.12,16/09/2026,,/cursos,93.76,207,chrome,desktop
189.115.13.17,25/12/2026,,/vestibular/ENEM,35.37,235,share,mobile
200.31.78.70,22/01/2027,juliaalves@icloud.com,/cursos,65.75,224,chrome,tablet
177.87.201.239,27/05/2026,,/instituicoes,77.74,80,chrome,mobile
1.1.158.206,11/10/2026,,/cursos,12.69,269,linkedin,mobile
8.8.189.128,25/05/2026,,/instituicoes,44.21,180,chrome,mobile
1.1.37.235,28/08/2027,,/cursos,4.33,215,share,tv
200.223.206.113,26/01/2027,larissa.alves13@protonmail.com,/cursos,77.01,303,safari,desktop
177.175.167.167,27/06/2027,,/vestibular/ENEM,49.45,107,chrome,desktop
1.1.187.247,23/04/2027,,/,99.81,116,safari,desktop
177.97.201.92,07/08/2027,j.gomes@ig.com.br,/cursos,68.16,194,linkedin,tablet
8.8.165.153,21/03/2026,carlos.ferreira15@uol.com.br,/cursos,11.06,176,safari,desktop
1.1.235.65,28/06/2025,,/vestibular/ENEM,68.95,246,chrome,tablet
200.110.255.100,22/07/2025,,/vestibular/UNICAMP,13.31,182,lp,desktop
200.15.174.83,09/12/2027,pedro.oliveira@live.com,/instituicoes,96.32,80,safari,mobile
177.17.134.239,07/02/2025,,/vestibular/UNICAMP,8.73,217,ig,desktop
1.1.59.16,13/11/2027,julia.pereira67@live.com,/vestibular/ENEM,22.28,75,safari,mobile
8.8.60.156,09/06/2027,ana.santos4@ig.com.br,/,22.81,189,safari,desktop
1.1.217.14,01/01/2027,anasouza@ig.com.br,/,80.67,166,brave,mobile
177.0.210.184,10/01/2025,,/vestibular/FATEC,41.99,182,brave,mobile
8.8.219.199,06/05/2026,,/instituicoes,65.94,219,chrome,tablet
189.143.5.171,15/05/2025,,/instituicoes,90.83,166,tiktok,desktop
200.200.77.4,07/08/2025,,/,5.68,128,chrome,tablet
8.8.163.124,16/01/2025,l.santos@live.com,/,73.51,227,share,mobile
200.94.191.1,08/10/2027,ana.alves@terra.com.br,/cursos,28.26,213,linkedin,desktop
177.115.152.83,14/10/2025,,/,40.54,155,firefox,desktop
177.245.57.250,18/12/2027,ana.pereira63@ig.com.br,/,40.79,202,safari,desktop
8.8.211.100,15/05/2025,j.santos@edu.br,/instituicoes,87.71,230,brave,desktop
1.1.74.150,02/01/2027,ana.rodrigues@bol.com.br,/,18.08,146,chrome,desktop
200.6.133.22,28/09/2025,,/,19.37,99,chrome,desktop
189.111.18.40,07/08/2027,,/,37.57,202,firefox,desktop
1.1.93.105,29/04/2025,,/,65.51,267,chrome,desktop
177.145.125.154,03/01/2026,,/vestibular/FUVEST,33.38,326,chrome,mobile
177.6.38.86,21/09/2027,,/cursos,31.86,227,safari,mobile
8.8.58.36,05/12/2026,,/cursos,72.8,220,firefox,desktop
177.202.234.68,24/03/2026,,/,30.9,284,share,mobile
189.114.99.167,10/11/2025,,/vestibular/ENEM,8.55,197,safari,mobile
200.12.253.139,08/09/2027,rafael.lima64@fatec.sp.gov.br,/,74.49,133,brave,desktop
200.43.71.216,25/04/2025,,/cursos,48.34,137,firefox,mobile
1.1.236.106,06/04/2025,,/,45.52,178,opera,desktop
189.147.210.146,23/12/2025,,/instituicoes,18.09,244,share,mobile
200.112.113.43,04/12/2027,,/,64.47,91,share,desktop
177.128.61.149,03/09/2027,,/instituicoes,99.75,185,firefox,mobile
